code_site;adresse;operateur;mise_en_serv;mise_en_serv_4g;mise_en_serv_5g_3500;mise_en_serv_5g_700;type;ardt;geo_shape;geo_point_2d
751226;125  AVENUE DU GENERAL LECLERC;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75014;"{""coordinates"": [2.325964499587398, 48.82364100043317], ""type"": ""Point""}";48.82364100043317,2.325964499587398
751299;19  BOULEVARD SERURIER;SFR;;;2021-04-06T04:00:00+02:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.405025000669355, 48.87779399956035], ""type"": ""Point""}";48.87779399956035,2.405025000669355
751316;11  RUE CURIAL;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.371891500046496, 48.890906999952556], ""type"": ""Point""}";48.890906999952556,2.371891500046496
751343;18  RUE DE LA BUTTE AUX CAILLES;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.350862999983907, 48.827924999898144], ""type"": ""Point""}";48.827924999898144,2.350862999983907
753596;5  RUE OUDINOT;SFR;;;;;Macro/NB-IOT;75007;"{""coordinates"": [2.318859000049536, 48.85036199955539], ""type"": ""Point""}";48.85036199955539,2.318859000049536
756041;64  RUE MICHEL ANGE;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.259819000541987, 48.84291000017783], ""type"": ""Point""}";48.84291000017783,2.259819000541987
756600;64  AVENUE THEOPHILE GAUTIER;SFR;;;2021-10-29T04:00:00+02:00;;Macro/NB-IOT;75016;"{""coordinates"": [2.269480500521488, 48.84802200007518], ""type"": ""Point""}";48.84802200007518,2.269480500521488
7510041101;38 RUE DE PROVENCE;SFR;;;;;#N/A;75009;"{""coordinates"": [2.336463000520277, 48.874266000120286], ""type"": ""Point""}";48.874266000120286,2.336463000520277
75105_007_08;8 rue Descartes;FREE MOBILE;2018-03-02T02:00:00+01:00;2018-03-02T02:00:00+01:00;;;MACRO;75005;"{""coordinates"": [2.34859049967416, 48.847130999798686], ""type"": ""Point""}";48.847130999798686,2.34859049967416
75106_010_03;76, rue de Rennes;FREE MOBILE;2019-01-29T02:00:00+01:00;2019-04-05T04:00:00+02:00;;2021-11-09T02:00:00+01:00;MACRO;75006;"{""coordinates"": [2.33064899960863, 48.851280000050245], ""type"": ""Point""}";48.851280000050245,2.33064899960863
75107_032_01;56, rue de Lille;FREE MOBILE;2020-10-14T04:00:00+02:00;2020-10-14T04:00:00+02:00;;;MACRO;75007;"{""coordinates"": [2.328018531125445, 48.85907771531099], ""type"": ""Point""}";48.85907771531099,2.328018531125445
75108_023_01;66 rue de Miromesnil;FREE MOBILE;2016-12-26T02:00:00+01:00;2016-12-26T02:00:00+01:00;;2021-05-28T04:00:00+02:00;MACRO;75008;"{""coordinates"": [2.315822699597235, 48.87620195015562], ""type"": ""Point""}";48.87620195015562,2.315822699597235
75110_006_11;44 RUE BICHAT;FREE MOBILE;2017-11-29T02:00:00+01:00;2017-11-29T02:00:00+01:00;;;MACRO;75010;"{""coordinates"": [2.364786000336668, 48.873798000373675], ""type"": ""Point""}";48.873798000373675,2.364786000336668
75111_017_09;46, bd Richard Lenoir;FREE MOBILE;2016-06-07T04:00:00+02:00;2016-06-07T04:00:00+02:00;;;MACRO;75011;"{""coordinates"": [2.372008500070796, 48.85852499971381], ""type"": ""Point""}";48.85852499971381,2.372008500070796
75111_034_01;5 Rue du Faubourg Saint-Antoine;FREE MOBILE;2019-08-12T04:00:00+02:00;2019-07-29T04:00:00+02:00;;;MACRO;75011;"{""coordinates"": [2.370717095721295, 48.853158695353486], ""type"": ""Point""}";48.853158695353486,2.370717095721295
75111_066_04;197, boulevard Voltaire;FREE MOBILE;2020-04-16T04:00:00+02:00;2020-04-16T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75011;"{""coordinates"": [2.388618153390471, 48.853002458624275], ""type"": ""Point""}";48.853002458624275,2.388618153390471
75112_027_06;136 rue de Picpus;FREE MOBILE;2016-05-30T04:00:00+02:00;2016-05-30T04:00:00+02:00;;;MACRO;75012;"{""coordinates"": [2.4029684995174723, 48.835980000006124], ""type"": ""Point""}";48.835980000006124,2.4029684995174723
75112_028_01;45, avenue de Saint-Mandé;FREE MOBILE;2016-09-27T04:00:00+02:00;2016-09-27T04:00:00+02:00;;;MACRO;75012;"{""coordinates"": [2.402851499466105, 48.84511499998698], ""type"": ""Point""}";48.84511499998698,2.402851499466105
75113_002_06;91 BOULEVARD DE L HOPITAL;FREE MOBILE;2015-01-15T02:00:00+01:00;2015-02-10T02:00:00+01:00;;2022-01-04T02:00:00+01:00;MACRO;75013;"{""coordinates"": [2.360668499868494, 48.83795999979384], ""type"": ""Point""}";48.83795999979384,2.360668499868494
75113_011_04;57 RUE CLISSON;FREE MOBILE;2012-06-26T04:00:00+02:00;2014-03-11T02:00:00+01:00;;2021-12-24T02:00:00+01:00;MACRO;75013;"{""coordinates"": [2.366154532282479, 48.830616866072575], ""type"": ""Point""}";48.830616866072575,2.366154532282479
75113_039_01;39 BOULEVARD DE PORT ROYAL;FREE MOBILE;2016-06-24T04:00:00+02:00;2016-06-22T04:00:00+02:00;;;MACRO;75013;"{""coordinates"": [2.345256508681363, 48.837487039299106], ""type"": ""Point""}";48.837487039299106,2.345256508681363
75113_064_05;27 RUE DU DESSOUS DES BERGES;FREE MOBILE;2018-07-27T04:00:00+02:00;2018-08-23T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-09-01T04:00:00+02:00;MACRO;75013;"{""coordinates"": [2.37468600019548, 48.82524300035787], ""type"": ""Point""}";48.82524300035787,2.37468600019548
75113_056_01;19 RUE DU MOULIN DE LA POINTE;FREE MOBILE;2016-12-28T02:00:00+01:00;2016-12-28T02:00:00+01:00;2021-09-09T04:00:00+02:00;2021-09-09T04:00:00+02:00;MACRO;75013;"{""coordinates"": [2.3569000830940903, 48.823827267562585], ""type"": ""Point""}";48.823827267562585,2.3569000830940903
75115_115_01;20 rue de la Procession;FREE MOBILE;2021-05-28T04:00:00+02:00;2021-05-28T04:00:00+02:00;2021-08-03T04:00:00+02:00;2021-06-29T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.306087999334665, 48.839183999869405], ""type"": ""Point""}";48.839183999869405,2.306087999334665
75115_094_01;6 rue du Pic de la Barrette;FREE MOBILE;2021-04-22T04:00:00+02:00;2021-04-23T04:00:00+02:00;2021-05-12T04:00:00+02:00;2021-05-12T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.277207000291951, 48.842108999817206], ""type"": ""Point""}";48.842108999817206,2.277207000291951
75116_023_03;50 RUE COPERNIC;FREE MOBILE;2014-08-12T04:00:00+02:00;2014-09-12T04:00:00+02:00;;;MACRO;75016;"{""coordinates"": [2.286517499726595, 48.86958599988144], ""type"": ""Point""}";48.86958599988144,2.286517499726595
75116_036_10;54 rue Michel-Ange;FREE MOBILE;2019-03-01T02:00:00+01:00;2019-02-28T02:00:00+01:00;;;MACRO;75016;"{""coordinates"": [2.260712769850551, 48.843999825595894], ""type"": ""Point""}";48.843999825595894,2.260712769850551
75116_041_05;3 Boulevard Flandrin;FREE MOBILE;2017-03-01T02:00:00+01:00;2017-03-01T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.271798624596552, 48.864487549899735], ""type"": ""Point""}";48.864487549899735,2.271798624596552
75116_040_25;61 rue Chardon Lagache;FREE MOBILE;2019-04-03T04:00:00+02:00;2019-05-02T04:00:00+02:00;;2021-03-19T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.264558290284152, 48.84237939476132], ""type"": ""Point""}";48.84237939476132,2.264558290284152
75116_107_01;129 rue de la pompe;FREE MOBILE;2019-02-28T02:00:00+01:00;2019-06-07T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.279858081844943, 48.8663796169536], ""type"": ""Point""}";48.8663796169536,2.279858081844943
75116_140_01;2 avenue du Colonel Bonnet;FREE MOBILE;2021-06-16T04:00:00+02:00;2021-06-22T04:00:00+02:00;2021-07-06T04:00:00+02:00;2021-07-06T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.27918250008094, 48.854861999585296], ""type"": ""Point""}";48.854861999585296,2.27918250008094
75118_008_09;46, bd Barbès;FREE MOBILE;2017-11-30T02:00:00+01:00;2017-11-30T02:00:00+01:00;;;MACRO;75018;"{""coordinates"": [2.349846000270972, 48.88722600038323], ""type"": ""Point""}";48.88722600038323,2.349846000270972
75118_016_05;173-175 RUE BELLIARD;FREE MOBILE;2014-04-04T04:00:00+02:00;2014-04-04T04:00:00+02:00;;2021-10-19T04:00:00+02:00;MACRO;75018;"{""coordinates"": [2.330428499851939, 48.895686000408446], ""type"": ""Point""}";48.895686000408446,2.330428499851939
75118_026_05;10 bis-12 rue Norvins;FREE MOBILE;2016-10-11T04:00:00+02:00;2016-10-11T04:00:00+02:00;;;MACRO;75018;"{""coordinates"": [2.340468000174318, 48.886884000098505], ""type"": ""Point""}";48.886884000098505,2.340468000174318
75119_018_01;32 RUE PETIT;FREE MOBILE;2013-07-16T04:00:00+02:00;2013-11-06T02:00:00+01:00;;;MACRO;75019;"{""coordinates"": [2.382228000186619, 48.8847060003811], ""type"": ""Point""}";48.8847060003811,2.382228000186619
75120_013_03;6 rue CHARLES ET ROBERT;FREE MOBILE;2014-01-02T02:00:00+01:00;2013-12-31T02:00:00+01:00;;;MACRO;75020;"{""coordinates"": [2.411941839520291, 48.85292307893225], ""type"": ""Point""}";48.85292307893225,2.411941839520291
75120_065_01;50 rue de Bagnolet;FREE MOBILE;2021-06-16T04:00:00+02:00;2021-06-16T04:00:00+02:00;2021-07-06T04:00:00+02:00;2021-07-06T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.398675499721882, 48.857156999664305], ""type"": ""Point""}";48.857156999664305,2.398675499721882
75120_068_01;2 place Henri Matisse;FREE MOBILE;2021-03-03T02:00:00+01:00;2021-03-03T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75020;"{""coordinates"": [2.390818499487859, 48.866247000132546], ""type"": ""Point""}";48.866247000132546,2.390818499487859
75101_016_06;11bis rue Godot de Mauroy;FREE MOBILE;2019-04-23T04:00:00+02:00;2019-04-10T04:00:00+02:00;;;MACRO;75009;"{""coordinates"": [2.326833000458216, 48.870927000375694], ""type"": ""Point""}";48.870927000375694,2.326833000458216
75104_004_02;11 RUE D ARCOLE;FREE MOBILE;2014-11-14T02:00:00+01:00;2014-11-14T02:00:00+01:00;;;MACRO;75004;"{""coordinates"": [2.349821318186983, 48.854251828039324], ""type"": ""Point""}";48.854251828039324,2.349821318186983
75105_011_04;104 BD ST GERMAIN;FREE MOBILE;2013-11-22T02:00:00+01:00;2013-11-22T02:00:00+01:00;;;MACRO;75006;"{""coordinates"": [2.34264616004238, 48.851674769274226], ""type"": ""Point""}";48.851674769274226,2.34264616004238
75105_027_01;RUE DES FOSSES SAINT BERNARD;FREE MOBILE;2015-10-14T04:00:00+02:00;2015-10-14T04:00:00+02:00;;;MACRO;75005;"{""coordinates"": [2.354982944044289, 48.84859979479185], ""type"": ""Point""}";48.84859979479185,2.354982944044289
75101_008_04;122-126 RUE DE RIVOLI;FREE MOBILE;2016-05-06T04:00:00+02:00;2016-05-06T04:00:00+02:00;;;MACRO;75001;"{""coordinates"": [2.34512550008087, 48.85963200021974], ""type"": ""Point""}";48.85963200021974,2.34512550008087
75108_014_03;5 RUE DE STOCKHOLM;FREE MOBILE;2013-07-09T04:00:00+02:00;2013-10-08T04:00:00+02:00;;;MACRO;75008;"{""coordinates"": [2.32223732119488, 48.876994641059895], ""type"": ""Point""}";48.876994641059895,2.32223732119488
75108_072_01;49, rue de Lisbonne;FREE MOBILE;2021-02-12T02:00:00+01:00;2021-02-12T02:00:00+01:00;;;MACRO;75008;"{""coordinates"": [2.308455000067361, 48.877335000124305], ""type"": ""Point""}";48.877335000124305,2.308455000067361
75110_001_01;106 BOULEVARD MAGENTA;FREE MOBILE;2013-01-17T02:00:00+01:00;2013-11-29T02:00:00+01:00;;;MACRO;75010;"{""coordinates"": [2.354764499469438, 48.87800099980396], ""type"": ""Point""}";48.87800099980396,2.354764499469438
75110_013_03;74 BOULEVARD DE STRASBOURG;FREE MOBILE;2015-02-27T02:00:00+01:00;2015-02-27T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75010;"{""coordinates"": [2.35820250021285, 48.87562499986893], ""type"": ""Point""}";48.87562499986893,2.35820250021285
75111_013_01;15 BOULEVARD DE CHARONNE;FREE MOBILE;2012-02-16T02:00:00+01:00;2013-11-05T02:00:00+01:00;;;MACRO;75011;"{""coordinates"": [2.398751999938268, 48.849470999791905], ""type"": ""Point""}";48.849470999791905,2.398751999938268
75111_021_02;5 PASSAGE DES TAILLANDIERS;FREE MOBILE;2015-07-07T04:00:00+02:00;2015-07-07T04:00:00+02:00;;;MACRO;75011;"{""coordinates"": [2.374699500329855, 48.853872000319214], ""type"": ""Point""}";48.853872000319214,2.374699500329855
75112_003_01;12-14_BD DE PICPUS;FREE MOBILE;2013-12-30T02:00:00+01:00;2013-12-30T02:00:00+01:00;;2021-11-03T02:00:00+01:00;MACRO;75012;"{""coordinates"": [2.4007445375780643, 48.8400572704519], ""type"": ""Point""}";48.8400572704519,2.4007445375780643
75113_012_01;17 RUE ABEL GANCE;FREE MOBILE;2012-03-15T02:00:00+01:00;2014-03-04T02:00:00+01:00;;;MACRO;75013;"{""coordinates"": [2.373660250015369, 48.83547955397211], ""type"": ""Point""}";48.83547955397211,2.373660250015369
75113_032_03;66 BOULEVARD VINCENT AURIOL;FREE MOBILE;2014-12-22T02:00:00+01:00;2014-12-22T02:00:00+01:00;;2021-03-19T02:00:00+01:00;MACRO;75013;"{""coordinates"": [2.366036999440955, 48.834485999811456], ""type"": ""Point""}";48.834485999811456,2.366036999440955
75113_072_01;15 bis avenue d'Italie 75013 Paris;FREE MOBILE;2020-07-10T04:00:00+02:00;2020-08-07T04:00:00+02:00;;;MACRO;75013;"{""coordinates"": [2.356587000621438, 48.82930199987429], ""type"": ""Point""}";48.82930199987429,2.356587000621438
75114_017_05;18 RUE BROUSSAIS;FREE MOBILE;2015-10-12T04:00:00+02:00;2015-10-12T04:00:00+02:00;;;MACRO;75014;"{""coordinates"": [2.336539499472128, 48.82955399967882], ""type"": ""Point""}";48.82955399967882,2.336539499472128
75115_011_01;18 RUE DANIEL STERN;FREE MOBILE;2012-04-23T04:00:00+02:00;2014-12-19T02:00:00+01:00;;;MACRO;75015;"{""coordinates"": [2.293560000299271, 48.851406000385474], ""type"": ""Point""}";48.851406000385474,2.293560000299271
75115_067_14;20 bis, avenue Lowendal;FREE MOBILE;2020-07-17T04:00:00+02:00;2020-07-17T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75015;"{""coordinates"": [2.302918817120723, 48.849108303153784], ""type"": ""Point""}";48.849108303153784,2.302918817120723
75115_089_01;57, rue des Morillons;FREE MOBILE;2020-03-11T02:00:00+01:00;2020-03-11T02:00:00+01:00;;2021-09-21T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.301673844464583, 48.83253636298085], ""type"": ""Point""}";48.83253636298085,2.301673844464583
75116_043_05;2 rue Van Loo;FREE MOBILE;2017-12-01T02:00:00+01:00;2017-12-01T02:00:00+01:00;2021-09-07T04:00:00+02:00;2021-05-10T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.26808735271473, 48.840871213819426], ""type"": ""Point""}";48.840871213819426,2.26808735271473
75117_008_07;153 RUE SAUSSURE;FREE MOBILE;2014-07-11T04:00:00+02:00;2014-09-12T04:00:00+02:00;;;MACRO;75017;"{""coordinates"": [2.304886500109874, 48.88997099980333], ""type"": ""Point""}";48.88997099980333,2.304886500109874
75117_026_01;128 BOULEVARD MALESHERBES;FREE MOBILE;2016-01-13T02:00:00+01:00;2016-01-13T02:00:00+01:00;;;MACRO;75017;"{""coordinates"": [2.308029629127637, 48.88478248033219], ""type"": ""Point""}";48.88478248033219,2.308029629127637
75117_053_03;17 et 19 RUE STEPHANE GRAPPELLI;FREE MOBILE;2019-06-28T04:00:00+02:00;2019-06-28T04:00:00+02:00;;;MACRO;75017;"{""coordinates"": [2.304458999563506, 48.892797000205924], ""type"": ""Point""}";48.892797000205924,2.304458999563506
75117_065_02;39 avenue de Wagram;FREE MOBILE;2019-04-18T04:00:00+02:00;2019-04-18T04:00:00+02:00;;2021-09-30T04:00:00+02:00;MACRO;75017;"{""coordinates"": [2.297079000580237, 48.87698400029032], ""type"": ""Point""}";48.87698400029032,2.297079000580237
75117_072_07;185 BOULEVARD MALESHERBES;FREE MOBILE;2019-07-16T04:00:00+02:00;2019-08-13T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75017;"{""coordinates"": [2.304337499386951, 48.88787399984022], ""type"": ""Point""}";48.88787399984022,2.304337499386951
75117_080_01;48-50 boulevard des Batignolles;FREE MOBILE;2020-10-09T04:00:00+02:00;2020-10-09T04:00:00+02:00;2021-06-14T04:00:00+02:00;2021-03-19T02:00:00+01:00;MACRO;75017;"{""coordinates"": [2.322314953838684, 48.8826925340348], ""type"": ""Point""}";48.8826925340348,2.322314953838684
75119_061_01;117 rue de Belleville;FREE MOBILE;2019-04-24T04:00:00+02:00;2019-05-24T04:00:00+02:00;;;MACRO;75019;"{""coordinates"": [2.387627999999791, 48.874751999891394], ""type"": ""Point""}";48.874751999891394,2.387627999999791
75120_004_01;40 RUE PIAT;FREE MOBILE;2013-10-09T04:00:00+02:00;2013-10-18T04:00:00+02:00;;;MACRO;75020;"{""coordinates"": [2.384536500342644, 48.87247499972151], ""type"": ""Point""}";48.87247499972151,2.384536500342644
75116_114_04;5 rue Leroux;FREE MOBILE;2021-07-29T04:00:00+02:00;2021-07-29T04:00:00+02:00;2021-08-03T04:00:00+02:00;2021-08-03T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.287204250490328, 48.871030609833106], ""type"": ""Point""}";48.871030609833106,2.287204250490328
T10597;23  boulevard  BOURDON;BOUYGUES;1996-06-25T04:00:00+02:00;;;;MACRO;75004;"{""coordinates"": [2.366685000539141, 48.85003800009883], ""type"": ""Point""}";48.85003800009883,2.366685000539141
T10996;9  quai  SAINT BERNARD / JUSSIEU;BOUYGUES;1999-09-17T04:00:00+02:00;;;;MACRO;75005;"{""coordinates"": [2.358576000474943, 48.84825599985048], ""type"": ""Point""}";48.84825599985048,2.358576000474943
T15234;144  rue  DE RENNES;BOUYGUES;2005-09-02T04:00:00+02:00;;;;MACRO;75006;"{""coordinates"": [2.324898000297365, 48.84512400042343], ""type"": ""Point""}";48.84512400042343,2.324898000297365
T14243;11  avenue  FRANCO RUSSE;BOUYGUES;2006-06-19T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.29910400043955, 48.8600550004233], ""type"": ""Point""}";48.8600550004233,2.29910400043955
T15019;5  rue  MONSIEUR;BOUYGUES;2006-07-13T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.316307499801966, 48.85129800031701], ""type"": ""Point""}";48.85129800031701,2.316307499801966
T15962;15  rue  COGNACQ JAY;BOUYGUES;2011-01-31T02:00:00+01:00;;;;MACRO;75007;"{""coordinates"": [2.303383735851343, 48.86173111465286], ""type"": ""Point""}";48.86173111465286,2.303383735851343
T15396;9  rue  FAUBOURG SAINT HONORE;BOUYGUES;2015-02-03T02:00:00+01:00;;;;MACRO;75008;"{""coordinates"": [2.322290337900616, 48.86858039229167], ""type"": ""Point""}";48.86858039229167,2.322290337900616
T10907;51  boulevard  DE ROCHECHOUART;BOUYGUES;1997-08-18T04:00:00+02:00;;;;MACRO;75009;"{""coordinates"": [2.34154799953899, 48.882150000442984], ""type"": ""Point""}";48.882150000442984,2.34154799953899
T15965;20  boulevard  DES ITALIENS;BOUYGUES;2017-07-31T04:00:00+02:00;;;;MACRO;75009;"{""coordinates"": [2.3370676572005102, 48.87164125508244], ""type"": ""Point""}";48.87164125508244,2.3370676572005102
T13769;12  rue  DES PETITES ECURIES;BOUYGUES;2015-05-27T04:00:00+02:00;;;;MACRO;75010;"{""coordinates"": [2.353013999371372, 48.873329999787536], ""type"": ""Point""}";48.873329999787536,2.353013999371372
T10624;137-139  rue  OBERKAMPF;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75011;"{""coordinates"": [2.380749380856309, 48.86656485980076], ""type"": ""Point""}";48.86656485980076,2.380749380856309
T16728;129  boulevard  DE CHARONNE;BOUYGUES;2015-09-24T04:00:00+02:00;;;;MACRO;75011;"{""coordinates"": [2.392555499319743, 48.857283000241665], ""type"": ""Point""}";48.857283000241665,2.392555499319743
T10630;15  rue  DE ROTTEMBOURG;BOUYGUES;2000-01-04T02:00:00+01:00;;;;MACRO;75012;"{""coordinates"": [2.4056487174723102, 48.83824377406882], ""type"": ""Point""}";48.83824377406882,2.4056487174723102
T16767;15 RUE EMILE DURKHEIM;BOUYGUES;2020-08-10T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.377795499566183, 48.83233500005111], ""type"": ""Point""}";48.83233500005111,2.377795499566183
T10512;18-20  rue  SEBASTIEN MERCIER;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.277967500138676, 48.84477299995205], ""type"": ""Point""}";48.84477299995205,2.277967500138676
T10532;76  rue  LECOURBE;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.305479030641774, 48.84359997522307], ""type"": ""Point""}";48.84359997522307,2.305479030641774
T10528;203  rue  DE LA CONVENTION;BOUYGUES;1997-01-16T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.298622499405838, 48.83669999983384], ""type"": ""Point""}";48.83669999983384,2.298622499405838
T10928;1-3  avenue  DE LA PORTE BRANÇION;BOUYGUES;1997-09-15T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.301281999763682, 48.827447999932794], ""type"": ""Point""}";48.827447999932794,2.301281999763682
T15821;23  rue  JEAN MARIDOR;BOUYGUES;2000-10-11T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.286773999323235, 48.83876099997758], ""type"": ""Point""}";48.83876099997758,2.286773999323235
T16484;17  boulevard  GARIBALDI;BOUYGUES;2012-03-27T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.303937000378236, 48.84744599985068], ""type"": ""Point""}";48.84744599985068,2.303937000378236
T16496;21  place  DU COMMERCE;BOUYGUES;2016-11-07T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.293665926283229, 48.8450156953665], ""type"": ""Point""}";48.8450156953665,2.293665926283229
T15968;14 RUE ARMAND MOISANT;BOUYGUES;2020-02-03T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.317567500510795, 48.84215399962957], ""type"": ""Point""}";48.84215399962957,2.317567500510795
T19903;38  rue  GALILÉE;BOUYGUES;2015-04-30T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.296393320192839, 48.869888937298434], ""type"": ""Point""}";48.869888937298434,2.296393320192839
