code_site;adresse;operateur;mise_en_serv;mise_en_serv_4g;mise_en_serv_5g_3500;mise_en_serv_5g_700;type;ardt;geo_shape;geo_point_2d
750293;211  RUE SAINT CHARLES;SFR;;;2021-10-24T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.2791015001616612, 48.83905800027517], ""type"": ""Point""}";48.83905800027517,2.2791015001616612
750311;5  RUE GASTON DARBOUX;SFR;;;2021-05-10T04:00:00+02:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.369686500239684, 48.89922300019206], ""type"": ""Point""}";48.89922300019206,2.369686500239684
750341;66  RUE DE ROCHECHOUART;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75009;"{""coordinates"": [2.346678000269474, 48.88124100035748], ""type"": ""Point""}";48.88124100035748,2.346678000269474
750437;72  RUE D AUTEUIL;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.261043000039695, 48.84799499973987], ""type"": ""Point""}";48.84799499973987,2.261043000039695
750634;73  RUE DE LA CHAPELLE;SFR;;;;;Macro/NB-IOT;75018;"{""coordinates"": [2.358760499702366, 48.896729999658255], ""type"": ""Point""}";48.896729999658255,2.358760499702366
750875;64  BOULEVARD DE MAGENTA;SFR;;;2021-10-25T04:00:00+02:00;;Macro/NB-IOT;75010;"{""coordinates"": [2.358224999583313, 48.87415799991964], ""type"": ""Point""}";48.87415799991964,2.358224999583313
7510000036;3 rue Robert HOUDIN;SFR;;;;;Macro/NB-IOT;75011;"{""coordinates"": [2.375779499467671, 48.870296999824184], ""type"": ""Point""}";48.870296999824184,2.375779499467671
751152;26  RUE SAINT SULPICE;SFR;;;;;Macro/NB-IOT;75006;"{""coordinates"": [2.336031000489248, 48.85140600014083], ""type"": ""Point""}";48.85140600014083,2.336031000489248
751197;56  AVENUE EMILE ZOLA;SFR;;;;;Macro/NB-IOT;75015;"{""coordinates"": [2.283673500190339, 48.846330000086716], ""type"": ""Point""}";48.846330000086716,2.283673500190339
751202;379  RUE DE VAUGIRARD;SFR;;;2021-05-10T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.2936500001292153, 48.83585400035545], ""type"": ""Point""}";48.83585400035545,2.2936500001292153
751217;164  RUE DE SAUSSURE;SFR;;;2021-11-30T02:00:00+01:00;;Macro/NB-IOT;75017;"{""coordinates"": [2.305003500463367, 48.890160000126706], ""type"": ""Point""}";48.890160000126706,2.305003500463367
751256;35  RUE FESSART;SFR;;;;;Macro/NB-IOT;75019;"{""coordinates"": [2.385314999759694, 48.87669600014206], ""type"": ""Point""}";48.87669600014206,2.385314999759694
751295;109  BOULEVARD MORTIER;SFR;;;;;Macro/NB-IOT;75020;"{""coordinates"": [2.408393938647469, 48.87177884077647], ""type"": ""Point""}";48.87177884077647,2.408393938647469
751319;5  RUE RATAUD;SFR;;;2021-12-10T02:00:00+01:00;;Macro/NB-IOT;75005;"{""coordinates"": [2.3455439994187692, 48.84116400020478], ""type"": ""Point""}";48.84116400020478,2.3455439994187692
751228;226  AVENUE DU MAINE;SFR;;;2021-04-07T04:00:00+02:00;;Macro;75014;"{""coordinates"": [2.326328999963335, 48.82851900014799], ""type"": ""Point""}";48.82851900014799,2.326328999963335
751323;148  BOULEVARD DE LA VILLETTE;SFR;;;2021-03-22T02:00:00+01:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.370563999607227, 48.879738000304606], ""type"": ""Point""}";48.879738000304606,2.370563999607227
751351;10 rue Ordener;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.358504000318648, 48.89042100015782], ""type"": ""Point""}";48.89042100015782,2.358504000318648
753576;28  RUE LETELLIER;SFR;;;;;Macro/NB-IOT;75015;"{""coordinates"": [2.296156499523957, 48.84790499955152], ""type"": ""Point""}";48.84790499955152,2.296156499523957
753584;3  RUE DES VOLONTAIRES;SFR;;;;;Macro;75015;"{""coordinates"": [2.306672999490277, 48.84345900016986], ""type"": ""Point""}";48.84345900016986,2.306672999490277
755922;68  RUE OLIVIER DE SERRES;SFR;;;2021-06-28T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.294846999493814, 48.83374800014447], ""type"": ""Point""}";48.83374800014447,2.294846999493814
75104_033_03;66, Boulevard de Sébastopol;FREE MOBILE;2018-06-13T04:00:00+02:00;2018-06-12T04:00:00+02:00;;2021-08-03T04:00:00+02:00;MACRO;75003;"{""coordinates"": [2.351515500624447, 48.86400599982072], ""type"": ""Point""}";48.86400599982072,2.351515500624447
75105_001_02;14 RUE SOUFFLOT;FREE MOBILE;2014-03-12T02:00:00+01:00;2014-03-12T02:00:00+01:00;;;MACRO;75005;"{""coordinates"": [2.343054191448982, 48.847016345218606], ""type"": ""Point""}";48.847016345218606,2.343054191448982
75108_013_02;21 RUE DE BALZAC;FREE MOBILE;2012-07-24T04:00:00+02:00;2014-01-24T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75008;"{""coordinates"": [2.302210801808605, 48.875263977666954], ""type"": ""Point""}";48.875263977666954,2.302210801808605
75108_064_06;27, rue de Lisbonne;FREE MOBILE;2020-11-23T02:00:00+01:00;2020-11-09T02:00:00+01:00;;;MACRO;75008;"{""coordinates"": [2.313823868077495, 48.877596841710876], ""type"": ""Point""}";48.877596841710876,2.313823868077495
75109_004_04;9 rue Buffault;FREE MOBILE;2016-03-23T02:00:00+01:00;2016-03-22T02:00:00+01:00;;2021-08-03T04:00:00+02:00;MACRO;75009;"{""coordinates"": [2.341763268747965, 48.87551307618224], ""type"": ""Point""}";48.87551307618224,2.341763268747965
75110_009_01;8 RUE GUY PATIN;FREE MOBILE;2012-06-19T04:00:00+02:00;2013-06-01T04:00:00+02:00;;;MACRO;75010;"{""coordinates"": [2.351330999897998, 48.88317599994227], ""type"": ""Point""}";48.88317599994227,2.351330999897998
75111_061_01;165 rue de Charonne;FREE MOBILE;2019-07-04T04:00:00+02:00;2019-08-13T04:00:00+02:00;;;MACRO;75011;"{""coordinates"": [2.39079390261336, 48.85577475584069], ""type"": ""Point""}";48.85577475584069,2.39079390261336
75112_023_02;11 AVENUE DU TREMBLAY;FREE MOBILE;2016-10-25T04:00:00+02:00;2016-11-02T02:00:00+01:00;;;MACRO;75012;"{""coordinates"": [2.454567528239366, 48.83394532129734], ""type"": ""Point""}";48.83394532129734,2.454567528239366
75112_058_01;13 RUE TROUSSEAU;FREE MOBILE;2017-11-02T02:00:00+01:00;2017-11-02T02:00:00+01:00;2021-10-19T04:00:00+02:00;2021-05-25T04:00:00+02:00;MACRO;75011;"{""coordinates"": [2.378741952174806, 48.85175675497909], ""type"": ""Point""}";48.85175675497909,2.378741952174806
75112_056_01;Bois de Vincennes - 2, route de la Ferme;FREE MOBILE;2019-12-20T02:00:00+01:00;2019-12-20T02:00:00+01:00;2021-12-10T02:00:00+01:00;2021-04-27T04:00:00+02:00;MACRO;75012;"{""coordinates"": [2.463751202543594, 48.82694894781037], ""type"": ""Point""}";48.82694894781037,2.463751202543594
75113_001_01;30 AVENUE EDISON;FREE MOBILE;2013-07-17T04:00:00+02:00;2013-11-29T02:00:00+01:00;;;MACRO;75013;"{""coordinates"": [2.363138999625653, 48.8284109998423], ""type"": ""Point""}";48.8284109998423,2.363138999625653
75114_030_05;18 BOULEVARD SAINT JACQUES;FREE MOBILE;2017-11-07T02:00:00+01:00;2017-11-07T02:00:00+01:00;;2021-07-27T04:00:00+02:00;MACRO;75014;"{""coordinates"": [2.339589393719634, 48.832570751054085], ""type"": ""Point""}";48.832570751054085,2.339589393719634
75114_023_01;122 avenue du Général Leclerc;FREE MOBILE;2016-05-23T04:00:00+02:00;2016-05-23T04:00:00+02:00;;;MACRO;75014;"{""coordinates"": [2.325663181730282, 48.824877356329296], ""type"": ""Point""}";48.824877356329296,2.325663181730282
75115_003_03;8 RUE DE L'ARRIVEE;FREE MOBILE;2014-04-02T04:00:00+02:00;2014-04-02T04:00:00+02:00;2021-09-29T04:00:00+02:00;2021-05-25T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.322224399533527, 48.84372744954239], ""type"": ""Point""}";48.84372744954239,2.322224399533527
75120_007_06;50 54 BOULEVARD MORTIER;FREE MOBILE;2014-10-21T04:00:00+02:00;2014-10-21T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.409232500374375, 48.867669000408306], ""type"": ""Point""}";48.867669000408306,2.409232500374375
75115_071_03;132, avenue Félix Faure;FREE MOBILE;2020-08-14T04:00:00+02:00;2020-08-17T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75015;"{""coordinates"": [2.2802579999051282, 48.837870000070794], ""type"": ""Point""}";48.837870000070794,2.2802579999051282
T10565;8  rue  PORT MAHON;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75002;"{""coordinates"": [2.334122999552216, 48.869522999767355], ""type"": ""Point""}";48.869522999767355,2.334122999552216
75116_091_02;16 rue Leconte de lisle;FREE MOBILE;2018-08-21T04:00:00+02:00;2018-08-20T04:00:00+02:00;;2021-03-19T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.2681631082255, 48.848564983388066], ""type"": ""Point""}";48.848564983388066,2.2681631082255
T10639;7  rue  DEBELLEYME;BOUYGUES;1997-03-06T02:00:00+01:00;;;;MACRO;75003;"{""coordinates"": [2.363701500176368, 48.860684999609695], ""type"": ""Point""}";48.860684999609695,2.363701500176368
75116_118_04;19 rue Greuze;FREE MOBILE;2021-02-02T02:00:00+01:00;2021-02-15T02:00:00+01:00;;2021-03-22T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.283102000664002, 48.86413199967772], ""type"": ""Point""}";48.86413199967772,2.283102000664002
T15743;25  boulevard  BEAUMARCHAIS;BOUYGUES;2000-03-01T02:00:00+01:00;;;;MACRO;75004;"{""coordinates"": [2.368318500636506, 48.855465000379425], ""type"": ""Point""}";48.855465000379425,2.368318500636506
75117_025_05;10 RUE GALVANI;FREE MOBILE;2015-09-30T04:00:00+02:00;2015-09-30T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75017;"{""coordinates"": [2.291597999759073, 48.883986000271385], ""type"": ""Point""}";48.883986000271385,2.291597999759073
T10533;1  place  DE FONTENOY;BOUYGUES;1998-08-19T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.307203663096185, 48.8513451176082], ""type"": ""Point""}";48.8513451176082,2.307203663096185
75117_067_06;128 rue de Saussure;FREE MOBILE;2021-03-11T02:00:00+01:00;2021-03-11T02:00:00+01:00;2021-04-02T04:00:00+02:00;2021-04-02T04:00:00+02:00;MACRO;75017;"{""coordinates"": [2.309224499681319, 48.88876500023666], ""type"": ""Point""}";48.88876500023666,2.309224499681319
T11535;11 RUE DE TEHERAN;BOUYGUES;;;;;MACRO;75008;"{""coordinates"": [2.312622000396079, 48.87627300043977], ""type"": ""Point""}";48.87627300043977,2.312622000396079
75119_010_01;59 AVENUE FLANDRES;FREE MOBILE;2013-09-11T04:00:00+02:00;2013-09-11T04:00:00+02:00;;2021-12-10T02:00:00+01:00;MACRO;75019;"{""coordinates"": [2.372921999348801, 48.88795500039488], ""type"": ""Point""}";48.88795500039488,2.372921999348801
T15451;140  boulevard  MAGENTA;BOUYGUES;2016-11-02T02:00:00+01:00;;;;MACRO;75010;"{""coordinates"": [2.351893499624203, 48.88121400036558], ""type"": ""Point""}";48.88121400036558,2.351893499624203
75119_068_01;97 rue Petit 75019 Paris;FREE MOBILE;2020-10-27T02:00:00+01:00;2020-10-27T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75019;"{""coordinates"": [2.393257500573274, 48.8864519998391], ""type"": ""Point""}";48.8864519998391,2.393257500573274
T35910;197 RUE LAFAYETTE;BOUYGUES;2019-06-28T04:00:00+02:00;;;;MACRO;75010;"{""coordinates"": [2.362725000581772, 48.880908000338145], ""type"": ""Point""}";48.880908000338145,2.362725000581772
75120_053_01;134, rue de Ménilmontant;FREE MOBILE;2017-05-31T04:00:00+02:00;2017-05-31T04:00:00+02:00;;;MACRO;75020;"{""coordinates"": [2.396357999501808, 48.870062999740455], ""type"": ""Point""}";48.870062999740455,2.396357999501808
T15789;26  avenue  PHILIPPE AUGUSTE;BOUYGUES;2000-01-05T02:00:00+01:00;;;;MACRO;75011;"{""coordinates"": [2.394499499479272, 48.85103699954978], ""type"": ""Point""}";48.85103699954978,2.394499499479272
75113_082_01;4/6 Boulevard Auguste Blanqui;FREE MOBILE;2021-11-22T02:00:00+01:00;2021-11-22T02:00:00+01:00;2021-12-02T02:00:00+01:00;2021-09-24T04:00:00+02:00;MACRO;75013;"{""coordinates"": [2.353711499904342, 48.83118299999897], ""type"": ""Point""}";48.83118299999897,2.353711499904342
T15786;19  rue  LOUIS BONNET;BOUYGUES;2000-10-03T04:00:00+02:00;;;;MACRO;75011;"{""coordinates"": [2.376733500256798, 48.87166500045063], ""type"": ""Point""}";48.87166500045063,2.376733500256798
75115_092_01;15 rue Bargue;FREE MOBILE;2021-09-09T04:00:00+02:00;2021-09-09T04:00:00+02:00;2021-09-14T04:00:00+02:00;2021-09-14T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.307280499718661, 48.83948099962682], ""type"": ""Point""}";48.83948099962682,2.307280499718661
T10616;1  rue  PIERRE GOURDAULT;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.371913999357605, 48.83194799960262], ""type"": ""Point""}";48.83194799960262,2.371913999357605
T10964;66  rue  DE TOLBIAC;BOUYGUES;1998-02-09T02:00:00+01:00;;;;MACRO;75013;"{""coordinates"": [2.368003500195926, 48.82738500042742], ""type"": ""Point""}";48.82738500042742,2.368003500195926
T10694;1/7  avenue  DE LA PORTE DE CHOISY;BOUYGUES;2000-01-19T02:00:00+01:00;;;;MACRO;75013;"{""coordinates"": [2.366036999676463, 48.81806100007665], ""type"": ""Point""}";48.81806100007665,2.366036999676463
T15853;210  rue  TOLBIAC;BOUYGUES;2000-07-21T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.346344999685916, 48.82593600027399], ""type"": ""Point""}";48.82593600027399,2.346344999685916
T15868;80  rue  DE LA TOMBE ISSOIRE;BOUYGUES;2000-10-12T04:00:00+02:00;;;;MACRO;75014;"{""coordinates"": [2.332656000286912, 48.82829399990964], ""type"": ""Point""}";48.82829399990964,2.332656000286912
T15152;277  boulevard  RASPAIL;BOUYGUES;2009-12-14T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.331944999951666, 48.8364570002374], ""type"": ""Point""}";48.8364570002374,2.331944999951666
T15178;24  rue  DU FAUBOURG ST JACQUES;BOUYGUES;2005-04-11T04:00:00+02:00;;;;MACRO;75014;"{""coordinates"": [2.338538705083472, 48.837499250405756], ""type"": ""Point""}";48.837499250405756,2.338538705083472
T35862;77 RUE SAINT JACQUES;BOUYGUES;2020-09-30T04:00:00+02:00;;;;MACRO;75014;"{""coordinates"": [2.334276620635812, 48.833330762903856], ""type"": ""Point""}";48.833330762903856,2.334276620635812
T15023;18  avenue  DE SUFFREN;BOUYGUES;2005-04-21T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.293285139466043, 48.85587571294671], ""type"": ""Point""}";48.85587571294671,2.293285139466043
T15060;3  rue  DE LA POMPE;BOUYGUES;2008-08-06T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.27489849945605, 48.85872300023351], ""type"": ""Point""}";48.85872300023351,2.27489849945605
T10172;16  avenue  DE LA PORTE DE CHAMPERRET;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75017;"{""coordinates"": [2.286319499404401, 48.886470000289485], ""type"": ""Point""}";48.886470000289485,2.286319499404401
T15716;73  rue  NOLLET;BOUYGUES;2002-08-27T04:00:00+02:00;;;;MACRO;75017;"{""coordinates"": [2.319943500150568, 48.88770300010598], ""type"": ""Point""}";48.88770300010598,2.319943500150568
T10931;69  rue  RIQUET;BOUYGUES;1997-11-24T02:00:00+01:00;;;;MACRO;75018;"{""coordinates"": [2.362491974586162, 48.88981942282926], ""type"": ""Point""}";48.88981942282926,2.362491974586162
T15077;28  rue  D'ORSEL;BOUYGUES;2001-12-05T02:00:00+01:00;;;;MACRO;75018;"{""coordinates"": [2.343680999476225, 48.883823999892165], ""type"": ""Point""}";48.883823999892165,2.343680999476225
T15895;13  rue  DE BELLEVUE;BOUYGUES;2000-02-01T02:00:00+01:00;;;;MACRO;75019;"{""coordinates"": [2.393946000524937, 48.87948600037104], ""type"": ""Point""}";48.87948600037104,2.393946000524937
T10910;14  rue  FREDERICK LEMAITRE;BOUYGUES;1997-09-29T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.392190902266113, 48.87397612299068], ""type"": ""Point""}";48.87397612299068,2.392190902266113
T15831;35-43  rue  DURIS;BOUYGUES;2000-02-07T02:00:00+01:00;;;;MACRO;75020;"{""coordinates"": [2.386975499857832, 48.86630099988558], ""type"": ""Point""}";48.86630099988558,2.386975499857832
T15832;42  rue  SORBIER;BOUYGUES;2001-07-25T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.393149499408892, 48.86549099984304], ""type"": ""Point""}";48.86549099984304,2.393149499408892
00025176U5;21 Rue Villiers de l'Isle Adam;ORANGE;2015-03-11T02:00:00+01:00;2015-02-25T02:00:00+01:00;;;Macro;75020;"{""coordinates"": [2.394747000402913, 48.8661930000654], ""type"": ""Point""}";48.8661930000654,2.394747000402913
00034754U5;99 Bld Macdonald;ORANGE;2020-12-29T02:00:00+01:00;2020-12-29T02:00:00+01:00;;;Macro;75019;"{""coordinates"": [2.384860499326112, 48.89827800024464], ""type"": ""Point""}";48.89827800024464,2.384860499326112
00000016U8;5, rue de montyon;ORANGE;2011-02-04T02:00:00+01:00;2012-08-21T04:00:00+02:00;;;Macro;75009;"{""coordinates"": [2.34454050042833, 48.87303299980561], ""type"": ""Point""}";48.87303299980561,2.34454050042833
00000416U7;20b, av de lowendal;ORANGE;2013-11-22T02:00:00+01:00;2013-11-21T02:00:00+01:00;;;Macro;75015;"{""coordinates"": [2.302911000258741, 48.84910199984906], ""type"": ""Point""}";48.84910199984906,2.302911000258741
00000128U8;222/224, rue de crimée;ORANGE;2013-07-02T04:00:00+02:00;2020-04-21T04:00:00+02:00;;;Macro;75019;"{""coordinates"": [2.374240499734933, 48.893093999607586], ""type"": ""Point""}";48.893093999607586,2.374240499734933
00000039U7;159/169, rue blomet;ORANGE;2012-05-14T04:00:00+02:00;2018-01-16T02:00:00+01:00;;;Macro;75015;"{""coordinates"": [2.293924499487709, 48.837294000023405], ""type"": ""Point""}";48.837294000023405,2.293924499487709
00023341U5;197, rue Saint Martin;ORANGE;2013-02-28T02:00:00+01:00;2013-03-27T02:00:00+01:00;;;Macro;75003;"{""coordinates"": [2.352370500056413, 48.863231999669566], ""type"": ""Point""}";48.863231999669566,2.352370500056413
00034772U5;6 Place du Général Catroux;ORANGE;2021-06-30T04:00:00+02:00;2021-06-30T04:00:00+02:00;;;Macro;75017;"{""coordinates"": [2.311789499804992, 48.88212299981525], ""type"": ""Point""}";48.88212299981525,2.311789499804992
00006884U5;69 rue Riquet;ORANGE;2013-02-08T02:00:00+01:00;2013-08-12T04:00:00+02:00;;;Macro;75018;"{""coordinates"": [2.36250449940689, 48.889818000231855], ""type"": ""Point""}";48.889818000231855,2.36250449940689
00000437U7;41, rue marbeuf;ORANGE;2012-12-17T02:00:00+01:00;2014-03-03T02:00:00+01:00;2019-08-09T04:00:00+02:00;;Macro;75008;"{""coordinates"": [2.305592999667687, 48.86980200028328], ""type"": ""Point""}";48.86980200028328,2.305592999667687
00000070U7;38, rue galilée;ORANGE;2012-12-17T02:00:00+01:00;2013-04-18T04:00:00+02:00;2019-11-04T02:00:00+01:00;;Macro;75016;"{""coordinates"": [2.296386000470685, 48.86988299995735], ""type"": ""Point""}";48.86988299995735,2.296386000470685
00000128U7;24, rue st victor;ORANGE;2011-12-14T02:00:00+01:00;2013-10-31T02:00:00+01:00;;;Macro;75005;"{""coordinates"": [2.350507500682462, 48.8486429998327], ""type"": ""Point""}";48.8486429998327,2.350507500682462
00080160U8;1 rue du marché Popincourt;ORANGE;2013-07-02T04:00:00+02:00;2013-06-07T04:00:00+02:00;;;Macro;75011;"{""coordinates"": [2.373214500210846, 48.864294000073826], ""type"": ""Point""}";48.864294000073826,2.373214500210846
00013296U5;3 rue Saint Rustique;ORANGE;;2015-02-02T02:00:00+01:00;;;Macro;75018;"{""coordinates"": [2.340661500267757, 48.88698299986815], ""type"": ""Point""}";48.88698299986815,2.340661500267757
00000013U7;57, rue de clisson;ORANGE;2012-12-11T02:00:00+01:00;2013-06-12T04:00:00+02:00;;;Macro;75013;"{""coordinates"": [2.366149500209948, 48.830607000286925], ""type"": ""Point""}";48.830607000286925,2.366149500209948
00024318U3;10, Rue Pierre Larousse;ORANGE;2015-05-05T04:00:00+02:00;2015-04-30T04:00:00+02:00;;;Macro;75014;"{""coordinates"": [2.315182499505155, 48.828456000249304], ""type"": ""Point""}";48.828456000249304,2.315182499505155
00022056U3;6 Bd Vincent Auriol;ORANGE;2013-07-16T04:00:00+02:00;2015-09-21T04:00:00+02:00;2021-06-29T04:00:00+02:00;;Macro;75013;"{""coordinates"": [2.3729856928547832, 48.83739655011135], ""type"": ""Point""}";48.83739655011135,2.3729856928547832
00000231U8;55, rue jean jacques rousseau;ORANGE;2013-01-08T02:00:00+01:00;2012-09-17T04:00:00+02:00;2019-09-18T04:00:00+02:00;;Macro;75001;"{""coordinates"": [2.34337950009071, 48.86407800016978], ""type"": ""Point""}";48.86407800016978,2.34337950009071
00080170U8;5 rue de Simplon;ORANGE;2014-01-09T02:00:00+01:00;2013-11-04T02:00:00+01:00;;;Macro;75018;"{""coordinates"": [2.351893499680762, 48.89332800007711], ""type"": ""Point""}";48.89332800007711,2.351893499680762
00000070U8;6 rue de Turenne;ORANGE;2015-09-08T04:00:00+02:00;2015-09-08T04:00:00+02:00;;;Macro;75004;"{""coordinates"": [2.36344500053419, 48.85510500017401], ""type"": ""Point""}";48.85510500017401,2.36344500053419
00000098U8;2, rue des pirogues de bercy;ORANGE;2012-12-03T02:00:00+01:00;2015-10-14T04:00:00+02:00;2021-08-18T04:00:00+02:00;;Macro;75012;"{""coordinates"": [2.385737999803882, 48.83167799970024], ""type"": ""Point""}";48.83167799970024,2.385737999803882
00080174U8;56 avenue de saint ouen;ORANGE;2011-05-24T04:00:00+02:00;2014-09-17T04:00:00+02:00;;;Macro;75018;"{""coordinates"": [2.326886999674942, 48.89085299985479], ""type"": ""Point""}";48.89085299985479,2.326886999674942
00000028U7;46/48, av jean moulin;ORANGE;2015-09-18T04:00:00+02:00;2015-07-30T04:00:00+02:00;2021-02-23T02:00:00+01:00;;Macro;75014;"{""coordinates"": [2.3224229994731083, 48.826044000131404], ""type"": ""Point""}";48.826044000131404,2.3224229994731083
00000049U7;170, rue st charles;ORANGE;2011-04-07T04:00:00+02:00;2013-04-19T04:00:00+02:00;2020-12-15T02:00:00+01:00;;Macro;75015;"{""coordinates"": [2.280852000401557, 48.84145199988007], ""type"": ""Point""}";48.84145199988007,2.280852000401557
750008;163  RUE DE CHARENTON;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75012;"{""coordinates"": [2.38410899978975, 48.844448999900955], ""type"": ""Point""}";48.844448999900955,2.38410899978975
750016;48  BOULEVARD SERURIER;SFR;;;2021-06-30T04:00:00+02:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.402572499775631, 48.87863999994823], ""type"": ""Point""}";48.87863999994823,2.402572499775631
750083;149  RUE DU CHATEAU DES RENTIERS;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.363805000642397, 48.82948199975013], ""type"": ""Point""}";48.82948199975013,2.363805000642397
750087;6  RUE DES PORTES BLANCHES;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.350890000089089, 48.8916989998485], ""type"": ""Point""}";48.8916989998485,2.350890000089089
750286;42  RUE DE DANTZIG;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.298051000213232, 48.83304600028638], ""type"": ""Point""}";48.83304600028638,2.298051000213232
750318;2  RUE DU GENERAL NIESSEL;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75020;"{""coordinates"": [2.409120000124667, 48.8477249996358], ""type"": ""Point""}";48.8477249996358,2.409120000124667
7510041082;2 RUE LUCIEN BOSSOUTROT;SFR;;;2021-03-22T02:00:00+01:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.270716904718169, 48.837150032605706], ""type"": ""Point""}";48.837150032605706,2.270716904718169
751164;100  BOULEVARD DE ROCHECHOUART;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.341538999375485, 48.8825729999432], ""type"": ""Point""}";48.8825729999432,2.341538999375485
751189;112  AVENUE KLEBER;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.287970999557818, 48.86442899960635], ""type"": ""Point""}";48.86442899960635,2.287970999557818
751221;42  RUE DE L OUEST;SFR;;;2021-04-06T04:00:00+02:00;;Macro/NB-IOT;75014;"{""coordinates"": [2.319763499629614, 48.83637599990428], ""type"": ""Point""}";48.83637599990428,2.319763499629614
751269;42  RUE MONTGALLET;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75012;"{""coordinates"": [2.389203000467264, 48.844079999599344], ""type"": ""Point""}";48.844079999599344,2.389203000467264
751270;3  AVENUE PHILIPPE AUGUSTE;SFR;;;;;Macro;75011;"{""coordinates"": [2.394913500342278, 48.84961500002606], ""type"": ""Point""}";48.84961500002606,2.394913500342278
751285;6  BOULEVARD SOULT;SFR;;;2021-08-02T04:00:00+02:00;;Macro/NB-IOT;75012;"{""coordinates"": [2.408152499865331, 48.83655600014959], ""type"": ""Point""}";48.83655600014959,2.408152499865331
751309;83  RUE DE L AMIRAL MOUCHEZ;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.344027499564937, 48.8205179998932], ""type"": ""Point""}";48.8205179998932,2.344027499564937
751312;212  RUE DE TOLBIAC;SFR;;;;;Macro/NB-IOT;75013;"{""coordinates"": [2.346214499807235, 48.825954000230524], ""type"": ""Point""}";48.825954000230524,2.346214499807235
753520;10  RUE SIDI BRAHIM;SFR;;;;;Macro;75012;"{""coordinates"": [2.400034500153029, 48.838752000006615], ""type"": ""Point""}";48.838752000006615,2.400034500153029
753602;91  AVENUE DE CLICHY;SFR;;;;;Macro;75017;"{""coordinates"": [2.323183500442323, 48.88871099964015], ""type"": ""Point""}";48.88871099964015,2.323183500442323
756164;32  RUE PERIGNON;SFR;;;2021-10-30T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.306708999471083, 48.84698700036745], ""type"": ""Point""}";48.84698700036745,2.306708999471083
75104_005_04;15 RUE GEOFFROY L'ASNIER;FREE MOBILE;2013-06-28T04:00:00+02:00;2013-12-04T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75004;"{""coordinates"": [2.356203873539427, 48.85464731556597], ""type"": ""Point""}";48.85464731556597,2.356203873539427
75108_009_04;59 RUE DE LA BOETIE;FREE MOBILE;2014-11-19T02:00:00+01:00;2014-11-19T02:00:00+01:00;;;MACRO;75008;"{""coordinates"": [2.312439397111063, 48.87322466594313], ""type"": ""Point""}";48.87322466594313,2.312439397111063
